2023-10-24 00:00:00,"BUDDY RYAN-AUDIE, ROHAN-ZEE, JOSEPH+GAVIN-JOSIAH",HOMESTARS REVIEW,SCHED/PPRWK NOTES DO NOT INTERFERE,Unnamed: 4
,SYNC LEAD RYAN ,IF HAPPY WITH SERVICE,EM,PA
"RYAN, ROHAN, JOSEPH (RUNNER/SPOTTER), GAVIN (NEEDS TO LEAVE 5:30PM",CONTACT PASSION,PARKER ONLY,,
FLOOR VAN,KILL THIS DAY! WE WANT TO FINISH IN 3 DAYS,,,
ASSESS TIMING AND COORDINATE WITHIN TEAM SO THAT EVERYONE IS ON THE SAME PAGE,,,,
,,,,
COMPANY:,PARKER,,,PICS SENT
TIME:,7:00am start,,,TP
ADDRESS:,"
2200, 2220, 2212 Lake Shore Blvd W Toronto, ON, Canada",,,
"JOB/TASK, PRICE:","Westlake Awnings/Eaves/Ground Windows                                - eaves troughs cleaning 
- glass awnings top and bottom
- ground commercial windows only                                              *doesn’t include townhouse windows at the back",,,
JOB NOTES:,📸 Need photos of completed work every time. Send to Chloe on WhatsApp for invoicing. ,,,
CLIENT:,Manager — Ahmad 647-627-2723,,,
COMP STATUS:,Awnings complete ,,,
HOURS:,13.5 Hours ,,,
CREW NOTES:,Needed more garden hose ,,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,Yes,,,
