2023-09-27 00:00:00,BUDDY PASSION OR JAH IF PHONE CONNECTION IS POOR,HOMESTARS REVIEW,SCHED/PPRWK NOTES DO NOT INTERFERE,Unnamed: 4
WILL,,IF HAPPY WITH SERVICE,EM,PA
COROLLA,SOLO SYNC UP,PARKER ONLY,,
ASSESS TIMING TO BE THERE AT 8:45AM,"BRING DEDICATED INVOICE PAD, DO NOT LEAVE INVOICE JUST GET SIGNED. PUT INVOICE IN MAILBOX SINCE WE ARE AWAY",,,
,,,,
COMPANY:,DEDICATED,,,TP
TIME:,,,,
ADDRESS:,POLICARO 5 COACHWORKS CRESCENT (WANTS INTERIOR DOORS DONE ONCE IN A WHILE) ,,,
"JOB/TASK, PRICE:",EWC,,,
JOB NOTES:,"2 5 SECTIONS, 2 BUCKETS FOR MULTIPLE WETTING LOCATIONS, WATER KEY, BIG MOP AND SQUEEGEE, NEED DEDICATED INVOICE PAD (NOT THE SAME AS FOUR SEASONS) GET INVOICED SIGNED AND GIVE TO PASSION AT THE END OF THE DAY,  NO NEED TO WRITE PRICEDO NOT LEAVE AN  INVOICE JUST GET SIGNATURE",,,
CLIENT:,,,,
COMP STATUS:,complete ,,,
HOURS:,2:45 hours,,,
CREW NOTES:,,,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,,,,
,,,,
COMPANY:,DEDICATED,,,TP
TIME:,,,,
ADDRESS:,AIRPORT 6500 SILVER DART AVENUE,,,
"JOB/TASK, PRICE:",EWC,,,
JOB NOTES:,NO INVOICE,,,
CLIENT:,,,,
COMP STATUS:,complete ,,,
HOURS:,1 hour,,,
CREW NOTES:,,,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,,,,
