2023-12-29 00:00:00,BUDDY-DEREK,HOMESTARS REVIEW,SCHED/PPRWK NOTES DO NOT INTERFERE,Unnamed: 4
WILL,SOLO SYNC,IF HAPPY WITH SERVICE,EM,PA
HONDA,CONTACT EMELIA,PARKER ONLY,,
BOEM ASSESS TIMING TO BE AT JOB FOR 9,,,,
,,,,
COMPANY:,DEDICATED,,,TP
TIME:,09:00:00,,,
ADDRESS:,POLICARO 5 COACHWORKS CRESCENT (WANTS INTERIOR DOORS DONE ONCE IN A WHILE) ,,,
"JOB/TASK, PRICE:",EWC,,,
JOB NOTES:,"2 5 SECTIONS, 2 BUCKETS FOR MULTIPLE WETTING LOCATIONS, WATER KEY, BIG MOP AND SQUEEGEE, NEED DEDICATED INVOICE PAD (NOT THE SAME AS FOUR SEASONS) GET INVOICED SIGNED AND GIVE TO PASSION AT THE END OF THE DAY,  NO NEED TO WRITE PRICE. DO NOT LEAVE AN  INVOICE JUST GET SIGNATURE",,,
CLIENT:,,,,
COMP STATUS:,complete ,,,
HOURS:,3 hours ,,,
CREW NOTES:,,,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,,,,
,,,,
COMPANY:,DEDICATED,,,TP
TIME:,,,,
ADDRESS:,AIRPORT 6500 SILVER DART AVENUE,,,
"JOB/TASK, PRICE:",EWC,,,
JOB NOTES:,NO INVOICE,,,
CLIENT:,,,,
COMP STATUS:,complete ,,,
HOURS:,1:15 hours ,,,
CREW NOTES:,,,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,,,,
